0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
23.0188,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7403,0.7826,0.5976,0.1762,85.5697,268.8552,1,1,1	-0.7401,0.8275,0.5966,0.1763,85.5699,273.8097,1,1,1	-0.8144,0.7828,0.5919,1.6803,270.6681,89.2453,1,1,1	-0.8404,0.4238,0.6359,0.0144,270.1508,106.1958,1,1,1	-0.8719,0.1018,0.5491,359.9447,250.295,89.5246,1,1,1	-0.9088,0.0154,0.6521,359.0541,250.3417,354.4647,1,1,1	-0.6661,0.7823,0.6034,354.5287,271.297,89.4107,1,1,1	-0.6644,0.4248,0.6475,355.3033,284.4454,105.3939,1,1,1	-0.6824,0.1029,0.5579,0.3253,303.6021,90.2875,1,1,1	-0.6208,0.0179,0.6497,2.342,303.409,348.7733,1,1,1	-0.7384,0.9756,0.5808,359.8118,86.8788,282.2906,1,1,1	-0.7391,1.1044,0.586,0.0818,88.4413,282.0359,1,1,1	-0.739,1.2332,0.5908,0.0818,88.4413,267.0359,1,1,1	-0.7399,1.3259,0.6271,3.1569,104.0828,269.409,1,1,1	-0.7651,1.2332,0.5901,292.5717,50.9698,127.5761,1,1,1	-0.8723,1.167,0.5769,289.0399,315.4938,241.929,1,1,1	-0.9052,0.927,0.5336,296.4053,337.989,230.4291,1,1,1	-0.9241,0.7665,0.533,15.1132,11.3233,179.6019,1,1,1	-0.713,1.2332,0.5915,71.0797,132.1869,134.7732,1,1,1	-0.6106,1.1587,0.5854,65.8578,214.7001,224.545,1,1,1	-0.5776,0.9283,0.5057,63.3547,208.4831,228.0714,1,1,1	-0.5568,0.7681,0.5002,334.4758,171.6779,191.4492,1,1,1
23.0715,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.742,0.7824,0.598,0.1681,86.2197,268.8324,1,1,1	-0.7418,0.8274,0.5969,0.1682,86.2199,273.7869,1,1,1	-0.8162,0.7827,0.5931,2.0424,271.7834,88.9187,1,1,1	-0.8392,0.4231,0.6355,0.1843,270.909,106.1086,1,1,1	-0.8708,0.1012,0.5486,359.9427,250.3141,89.5451,1,1,1	-0.9077,0.0148,0.6516,359.0465,250.3611,354.4537,1,1,1	-0.6678,0.7822,0.6029,354.7094,271.5428,89.4271,1,1,1	-0.6647,0.4247,0.6471,355.5181,284.2639,105.5246,1,1,1	-0.6811,0.1025,0.5578,0.406,303.51,90.2252,1,1,1	-0.6197,0.0175,0.6495,2.4111,303.3169,348.7766,1,1,1	-0.7403,0.9755,0.581,359.9745,87.48,282.1504,1,1,1	-0.7406,1.1043,0.586,0.1084,88.9415,281.8359,1,1,1	-0.7404,1.2331,0.5902,0.1084,88.9415,266.8359,1,1,1	-0.7409,1.3259,0.6263,3.2338,105.1057,269.2177,1,1,1	-0.7665,1.2331,0.5898,292.4673,51.8636,127.1402,1,1,1	-0.8738,1.1669,0.5777,288.6904,315.605,242.1051,1,1,1	-0.9078,0.9268,0.5358,296.011,338.3439,230.223,1,1,1	-0.9274,0.7664,0.5362,14.961,11.7005,180.1363,1,1,1	-0.7144,1.233,0.5908,71.3475,132.2551,134.4362,1,1,1	-0.6122,1.1584,0.5843,65.7085,215.3115,224.9441,1,1,1	-0.5804,0.9278,0.5043,63.5913,209.8405,229.4813,1,1,1	-0.5608,0.7675,0.5002,334.862,171.6501,192.1905,1,1,1
23.1245,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7446,0.7823,0.5984,0.1171,86.8976,268.7516,1,1,1	-0.7444,0.8273,0.5973,0.1172,86.8978,273.7061,1,1,1	-0.8188,0.7825,0.5943,2.4577,272.8028,88.6417,1,1,1	-0.8385,0.4226,0.6353,0.4322,271.5466,105.9986,1,1,1	-0.8697,0.1006,0.5481,0.0006,250.3275,89.553,1,1,1	-0.9065,0.0142,0.6511,359.0949,250.3753,354.4071,1,1,1	-0.6703,0.7822,0.6024,354.9803,271.8995,89.4422,1,1,1	-0.6653,0.4246,0.6466,355.7844,284.1656,105.7029,1,1,1	-0.6798,0.1022,0.5579,0.4737,303.4284,90.1808,1,1,1	-0.6185,0.0171,0.6496,2.4598,303.2375,348.8407,1,1,1	-0.7433,0.9754,0.5811,0.1405,88.1171,281.9575,1,1,1	-0.7431,1.1042,0.5856,0.2064,89.5151,281.5718,1,1,1	-0.7427,1.233,0.5893,0.2064,89.5151,266.5717,1,1,1	-0.7426,1.326,0.6249,3.1528,106.0966,269.1826,1,1,1	-0.7687,1.2331,0.5892,292.3751,53.1008,126.4362,1,1,1	-0.8763,1.167,0.5785,288.4081,316.4559,242.4355,1,1,1	-0.9116,0.9267,0.5384,295.7192,339.2811,230.4982,1,1,1	-0.9311,0.7663,0.5401,14.9385,12.7319,182.1111,1,1,1	-0.7166,1.2329,0.5896,71.7153,132.311,134.0407,1,1,1	-0.6147,1.1579,0.5828,65.6501,216.4181,225.6687,1,1,1	-0.5846,0.927,0.5031,63.8747,211.5581,230.916,1,1,1	-0.5662,0.7665,0.5005,335.2263,172.0021,192.6567,1,1,1
23.1752,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7478,0.7823,0.5989,0.1168,87.3915,268.6829,1,1,1	-0.7476,0.8272,0.5977,0.1169,87.3917,273.6375,1,1,1	-0.822,0.7824,0.5955,2.8718,273.5189,88.4316,1,1,1	-0.8387,0.4222,0.6352,0.7364,271.9413,105.9243,1,1,1	-0.8688,0.1001,0.5477,0.0845,250.33,89.5593,1,1,1	-0.9055,0.0137,0.6508,359.1683,250.3787,354.3537,1,1,1	-0.6735,0.7821,0.6022,355.2887,272.1642,89.4656,1,1,1	-0.6663,0.4246,0.6465,356.0884,284.0538,105.8553,1,1,1	-0.6788,0.102,0.5582,0.55,303.3639,90.1448,1,1,1	-0.6175,0.0167,0.6498,2.51,303.1768,348.9545,1,1,1	-0.7466,0.9753,0.5814,0.1563,88.6376,281.7126,1,1,1	-0.7463,1.1041,0.5853,0.2879,90.0919,281.3564,1,1,1	-0.7457,1.233,0.5885,0.2879,90.0919,266.3564,1,1,1	-0.7451,1.326,0.6238,3.0396,106.9173,269.0798,1,1,1	-0.7717,1.2331,0.5886,292.2813,54.3271,125.8087,1,1,1	-0.8795,1.167,0.5795,288.1192,317.0449,242.8279,1,1,1	-0.9159,0.9266,0.5413,295.4086,340.3021,230.7042,1,1,1	-0.9354,0.7663,0.5442,14.7825,14.166,183.4486,1,1,1	-0.7196,1.2328,0.5885,71.9885,132.5317,133.7385,1,1,1	-0.618,1.1575,0.5812,65.6071,217.5221,226.3165,1,1,1	-0.5896,0.9263,0.5017,64.0459,212.995,232.0223,1,1,1	-0.572,0.7657,0.5001,335.6118,172.2685,193.1086,1,1,1
23.2285,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7526,0.7822,0.5996,0.1149,87.9083,268.5935,1,1,1	-0.7525,0.8272,0.5983,0.115,87.9086,273.548,1,1,1	-0.8269,0.7824,0.5968,3.3694,274.0111,88.2474,1,1,1	-0.8401,0.4218,0.6353,1.2014,272.0507,105.8568,1,1,1	-0.8678,0.0996,0.5475,0.1968,250.3153,89.5915,1,1,1	-0.9044,0.0133,0.6506,359.2681,250.3647,354.3148,1,1,1	-0.6783,0.7821,0.6023,355.7049,272.3629,89.4873,1,1,1	-0.6683,0.4245,0.6465,356.5303,283.8266,106.0406,1,1,1	-0.6779,0.1017,0.5586,0.6811,303.2969,90.0996,1,1,1	-0.6165,0.0164,0.6502,2.6054,303.1152,349.1148,1,1,1	-0.7516,0.9752,0.5818,0.0962,89.2607,281.4045,1,1,1	-0.7514,1.104,0.585,0.3304,90.8412,281.1354,1,1,1	-0.7506,1.2329,0.5877,0.3304,90.8412,266.1354,1,1,1	-0.7495,1.3261,0.6226,2.9337,107.7096,268.91,1,1,1	-0.7766,1.233,0.5882,292.1404,55.7543,125.1924,1,1,1	-0.8845,1.167,0.5809,287.8378,317.605,243.4391,1,1,1	-0.9219,0.9264,0.5449,295.0699,341.4561,231.0682,1,1,1	-0.9413,0.766,0.5494,14.5533,15.9287,184.424,1,1,1	-0.7246,1.2327,0.5874,72.2252,132.8047,133.3061,1,1,1	-0.6231,1.1572,0.5792,65.6539,218.8457,226.9784,1,1,1	-0.5964,0.9257,0.5002,64.2466,214.431,232.9514,1,1,1	-0.5796,0.765,0.4995,336.1636,172.6831,193.2155,1,1,1
23.2826,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7572,0.7822,0.6001,0.118,88.2713,268.5231,1,1,1	-0.7571,0.8271,0.5989,0.118,88.2715,273.4776,1,1,1	-0.8315,0.7823,0.5979,3.7546,274.1796,88.1358,1,1,1	-0.8423,0.4215,0.6356,1.619,271.9135,105.8106,1,1,1	-0.8675,0.0992,0.5473,0.2915,250.2786,89.6235,1,1,1	-0.904,0.013,0.6505,359.3542,250.3283,354.2979,1,1,1	-0.6829,0.782,0.6024,356.0477,272.3946,89.4881,1,1,1	-0.6708,0.4245,0.6466,356.9319,283.5303,106.1793,1,1,1	-0.6775,0.1015,0.5588,0.7734,303.2435,90.0708,1,1,1	-0.6161,0.0162,0.6503,2.6677,303.0666,349.259,1,1,1	-0.7563,0.9751,0.5821,359.9895,89.7094,281.2187,1,1,1	-0.7563,1.104,0.585,0.3909,91.4263,280.9503,1,1,1	-0.7554,1.2329,0.5872,0.391,91.4263,265.9503,1,1,1	-0.7539,1.3262,0.6218,2.8579,108.1616,268.7,1,1,1	-0.7814,1.233,0.5879,292.065,56.8539,124.6771,1,1,1	-0.8894,1.167,0.5821,287.6046,317.9217,243.8732,1,1,1	-0.9275,0.9263,0.5476,294.7851,342.2436,231.2636,1,1,1	-0.9468,0.766,0.5533,14.335,17.1021,184.7584,1,1,1	-0.7294,1.2327,0.5866,72.4069,133.0829,132.9949,1,1,1	-0.6281,1.157,0.5776,65.7168,219.9173,227.4967,1,1,1	-0.6027,0.9251,0.4991,64.3568,215.4013,233.4936,1,1,1	-0.5862,0.7644,0.4989,336.5884,173.0536,193.0535,1,1,1
23.3332,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7626,0.7821,0.6005,0.1137,88.6811,268.4544,1,1,1	-0.7625,0.8271,0.5991,0.1138,88.6813,273.4089,1,1,1	-0.8369,0.7823,0.5988,4.1667,274.3163,88.0499,1,1,1	-0.845,0.4213,0.6357,2.0788,271.6983,105.7552,1,1,1	-0.8673,0.0989,0.547,0.3818,250.2216,89.6504,1,1,1	-0.9038,0.0127,0.6502,359.4363,250.2717,354.2787,1,1,1	-0.6882,0.782,0.6022,356.406,272.3304,89.4934,1,1,1	-0.6739,0.4245,0.6463,357.3897,283.0986,106.345,1,1,1	-0.6773,0.1014,0.5588,0.8414,303.1847,90.0366,1,1,1	-0.616,0.0159,0.6503,2.7029,303.0128,349.4133,1,1,1	-0.7618,0.975,0.5822,359.8961,90.1588,281.0837,1,1,1	-0.762,1.1039,0.5847,0.4651,91.9822,280.8042,1,1,1	-0.7609,1.2328,0.5866,0.4651,91.9822,265.8042,1,1,1	-0.7589,1.3262,0.621,2.7829,107.9319,268.4091,1,1,1	-0.7869,1.233,0.5876,292.0438,57.7658,124.2729,1,1,1	-0.895,1.1671,0.583,287.4237,318.2171,244.1841,1,1,1	-0.9337,0.9263,0.5497,294.5594,342.9252,231.3953,1,1,1	-0.9529,0.766,0.5563,14.0297,18.0975,184.7921,1,1,1	-0.7349,1.2326,0.5858,72.5491,133.45,132.7867,1,1,1	-0.6338,1.1568,0.576,65.7592,220.9959,227.9564,1,1,1	-0.6098,0.9246,0.4978,64.3987,216.2515,233.7799,1,1,1	-0.5935,0.7639,0.4977,336.9108,173.5793,192.6416,1,1,1
23.3869,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7683,0.7821,0.6006,0.1047,89.1523,268.4066,1,1,1	-0.7682,0.827,0.5992,0.1047,89.1525,273.3611,1,1,1	-0.8427,0.7822,0.5995,4.6196,274.4937,88.01,1,1,1	-0.8478,0.4212,0.636,2.578,271.4706,105.7009,1,1,1	-0.867,0.0987,0.5468,0.4534,250.1552,89.6828,1,1,1	-0.9035,0.0126,0.6501,359.5002,250.2056,354.2676,1,1,1	-0.694,0.7819,0.6017,356.8158,272.3407,89.5253,1,1,1	-0.6771,0.4246,0.6459,357.8787,282.694,106.5596,1,1,1	-0.6769,0.1012,0.559,0.8818,303.1214,89.9936,1,1,1	-0.6157,0.0157,0.6504,2.7083,302.9545,349.5714,1,1,1	-0.7677,0.975,0.5822,359.8549,90.6263,280.9693,1,1,1	-0.768,1.1038,0.5845,0.4823,92.4773,280.6728,1,1,1	-0.7668,1.2327,0.5861,0.4823,92.4773,265.6728,1,1,1	-0.7646,1.3262,0.6202,2.7227,106.2252,268.1597,1,1,1	-0.7928,1.2329,0.5873,291.987,58.4946,123.9924,1,1,1	-0.901,1.1671,0.5836,287.3206,318.2844,244.65,1,1,1	-0.9399,0.9262,0.5514,294.3896,343.3426,231.6753,1,1,1	-0.9588,0.7659,0.5588,13.6695,18.8363,184.3832,1,1,1	-0.7408,1.2325,0.585,72.6149,133.6358,132.4427,1,1,1	-0.6398,1.1567,0.5744,65.8592,221.9837,228.3155,1,1,1	-0.6169,0.9244,0.4967,64.4347,216.8488,233.7326,1,1,1	-0.6005,0.7636,0.4965,337.1666,174.2239,191.9237,1,1,1
23.4401,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.774,0.782,0.6006,0.0964,89.6377,268.3917,1,1,1	-0.7739,0.827,0.5992,0.0964,89.6379,273.3462,1,1,1	-0.8483,0.7822,0.6001,5.079,274.6703,88.0095,1,1,1	-0.8505,0.4211,0.6364,3.0876,271.2287,105.6506,1,1,1	-0.8664,0.0985,0.5468,0.499,250.0986,89.7261,1,1,1	-0.903,0.0125,0.6501,359.5391,250.149,354.2729,1,1,1	-0.6996,0.7819,0.6011,357.2662,272.4904,89.5782,1,1,1	-0.6798,0.4247,0.6455,358.3579,282.4177,106.7979,1,1,1	-0.6763,0.1011,0.5592,0.9023,303.0604,89.9488,1,1,1	-0.6151,0.0155,0.6507,2.6951,302.8983,349.7205,1,1,1	-0.7735,0.9749,0.5821,359.8354,91.0702,280.9094,1,1,1	-0.7739,1.1038,0.5842,0.4332,92.8795,280.5386,1,1,1	-0.7728,1.2327,0.5855,0.4332,92.8795,265.5386,1,1,1	-0.7704,1.3263,0.6194,2.8366,102.5919,267.9949,1,1,1	-0.7988,1.2329,0.5869,291.8798,59.0163,123.8176,1,1,1	-0.907,1.1669,0.5841,287.2206,318.0529,245.201,1,1,1	-0.9457,0.9259,0.5529,294.2061,343.3798,231.9409,1,1,1	-0.9645,0.7656,0.5609,13.2983,19.0998,183.8994,1,1,1	-0.7468,1.2325,0.5843,72.6036,133.5501,131.8977,1,1,1	-0.6457,1.1569,0.5731,66.0264,222.8027,228.6497,1,1,1	-0.6235,0.9242,0.496,64.4498,217.0966,233.4861,1,1,1	-0.6068,0.7635,0.4955,337.4507,174.6977,191.2342,1,1,1
23.4906,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7791,0.782,0.6004,0.0885,90.0728,268.4071,1,1,1	-0.7791,0.8269,0.599,0.0886,90.073,273.3616,1,1,1	-0.8535,0.7821,0.6005,5.4916,274.7604,88.033,1,1,1	-0.853,0.421,0.6367,3.5656,270.9357,105.5948,1,1,1	-0.8657,0.0985,0.5466,0.5163,250.0538,89.7603,1,1,1	-0.9024,0.0125,0.65,359.551,250.1042,354.2763,1,1,1	-0.7048,0.7819,0.6003,357.6983,272.6617,89.6504,1,1,1	-0.6821,0.4248,0.645,358.7961,282.2015,107.0408,1,1,1	-0.6755,0.101,0.5596,0.9095,303.0082,89.8985,1,1,1	-0.6145,0.0153,0.651,2.6729,302.8498,349.8387,1,1,1	-0.7789,0.9749,0.582,359.833,91.4397,280.92,1,1,1	-0.7792,1.1038,0.5841,0.3384,93.1648,280.476,1,1,1	-0.7784,1.2327,0.5853,0.3384,93.1648,265.476,1,1,1	-0.7759,1.3263,0.6191,2.8873,98.8525,267.9425,1,1,1	-0.8043,1.2328,0.5868,291.7792,59.191,123.8785,1,1,1	-0.9124,1.1666,0.5845,287.1857,317.8358,245.5993,1,1,1	-0.951,0.9255,0.5538,294.1337,343.4536,232.083,1,1,1	-0.9696,0.7652,0.5621,13.4522,19.2974,183.4983,1,1,1	-0.7524,1.2325,0.5839,72.4734,133.4652,131.4332,1,1,1	-0.6511,1.1572,0.5721,66.1659,223.2927,228.892,1,1,1	-0.6291,0.9244,0.4956,64.3533,217.0268,233.1231,1,1,1	-0.6122,0.7636,0.4946,337.7007,175.0646,190.7304,1,1,1
23.5442,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7842,0.7819,0.6001,0.083,90.4474,268.4417,1,1,1	-0.7841,0.8269,0.5988,0.083,90.4477,273.3962,1,1,1	-0.8586,0.782,0.6007,5.8862,274.7449,88.0775,1,1,1	-0.8556,0.421,0.637,4.047,270.5667,105.5336,1,1,1	-0.865,0.0985,0.5464,0.5141,250.0175,89.7823,1,1,1	-0.9018,0.0126,0.6498,359.544,250.0679,354.271,1,1,1	-0.7098,0.7818,0.5995,358.1435,272.842,89.7153,1,1,1	-0.6842,0.4249,0.6444,359.2286,282.0247,107.2809,1,1,1	-0.6747,0.101,0.5598,0.9103,302.9629,89.8427,1,1,1	-0.6138,0.0152,0.6512,2.647,302.8075,349.9362,1,1,1	-0.7841,0.9748,0.5818,359.8012,91.7405,280.9939,1,1,1	-0.7844,1.1037,0.5841,0.2464,93.3823,280.5036,1,1,1	-0.7838,1.2326,0.5854,0.2464,93.3823,265.5035,1,1,1	-0.7814,1.3262,0.6192,2.648,95.6939,268.081,1,1,1	-0.8098,1.2327,0.587,291.733,59.1071,124.1406,1,1,1	-0.9177,1.1664,0.5848,287.1768,317.7438,245.7077,1,1,1	-0.9562,0.9252,0.5543,294.1483,343.6393,231.9355,1,1,1	-0.975,0.7649,0.5625,13.5842,19.5088,183.326,1,1,1	-0.7578,1.2325,0.5839,72.2429,133.561,131.1857,1,1,1	-0.6563,1.1576,0.5714,66.2405,223.5655,229.1716,1,1,1	-0.6345,0.9246,0.4954,64.0878,216.687,232.7616,1,1,1	-0.6177,0.7639,0.4935,337.9103,175.2603,190.3839,1,1,1
23.5977,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7892,0.7819,0.5997,0.084,90.7296,268.4975,1,1,1	-0.7891,0.8269,0.5984,0.0841,90.7299,273.452,1,1,1	-0.8635,0.782,0.6006,6.2821,274.6432,88.1471,1,1,1	-0.8581,0.4211,0.6372,4.5414,270.1552,105.4834,1,1,1	-0.8641,0.0986,0.5463,0.507,249.994,89.7971,1,1,1	-0.901,0.0127,0.6497,359.5326,250.0446,354.2615,1,1,1	-0.7148,0.7818,0.5988,358.5842,272.9254,89.7651,1,1,1	-0.6864,0.4251,0.6438,359.6668,281.7995,107.5038,1,1,1	-0.6739,0.101,0.5599,0.9097,302.9279,89.8001,1,1,1	-0.6131,0.0151,0.6513,2.6198,302.7759,350.0462,1,1,1	-0.7891,0.9748,0.5815,359.7162,91.9634,281.0819,1,1,1	-0.7897,1.1037,0.5841,0.0991,93.5374,280.5948,1,1,1	-0.7894,1.2326,0.5856,0.0991,93.5374,265.5948,1,1,1	-0.7871,1.3261,0.6195,2.1372,93.4374,268.4071,1,1,1	-0.8153,1.2326,0.5872,291.6657,58.8149,124.5983,1,1,1	-0.9231,1.166,0.5852,287.2543,317.8316,245.7646,1,1,1	-0.9614,0.9248,0.5546,294.2786,343.8362,231.8583,1,1,1	-0.9802,0.7645,0.5625,14.0068,19.5805,183.3187,1,1,1	-0.7634,1.2325,0.584,71.8849,133.61,130.9272,1,1,1	-0.6615,1.1583,0.5707,66.3546,223.6122,229.4671,1,1,1	-0.6394,0.925,0.4955,63.756,216.0119,232.3102,1,1,1	-0.6228,0.7643,0.4926,338.072,175.242,190.3669,1,1,1
23.6478,11,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7836,0,0.5897,0,357.048,0,1,1,1	-0.7935,0.7819,0.5993,0.0794,90.897,268.554,1,1,1	-0.7934,0.8268,0.5981,0.0794,90.8972,273.5085,1,1,1	-0.8678,0.782,0.6005,6.6235,274.5086,88.2262,1,1,1	-0.8603,0.4211,0.6373,4.9683,269.7962,105.4427,1,1,1	-0.8634,0.0987,0.5462,0.4978,249.9901,89.8151,1,1,1	-0.9002,0.0129,0.6496,359.5201,250.0407,354.2609,1,1,1	-0.7191,0.7818,0.5981,358.9229,272.7587,89.7788,1,1,1	-0.6887,0.4252,0.6432,0.0635,281.4133,107.6737,1,1,1	-0.6732,0.101,0.56,0.8996,302.9098,89.786,1,1,1	-0.6125,0.0151,0.6514,2.5829,302.7621,350.1861,1,1,1	-0.7935,0.9748,0.5813,359.6305,92.1055,281.1569,1,1,1	-0.7942,1.1037,0.5841,359.9112,93.6183,280.7156,1,1,1	-0.7943,1.2326,0.5858,359.9112,93.6183,265.7156,1,1,1	-0.7923,1.3261,0.62,1.5424,92.2708,268.7377,1,1,1	-0.8203,1.2325,0.5875,291.5762,58.3699,125.1656,1,1,1	-0.9278,1.1656,0.5856,287.3936,317.9668,245.8119,1,1,1	-0.9658,0.9244,0.5546,294.4601,344.0452,231.9263,1,1,1	-0.9843,0.764,0.5622,14.2282,19.9341,183.7004,1,1,1	-0.7683,1.2326,0.5843,71.4634,133.5333,130.6199,1,1,1	-0.6661,1.1591,0.5703,66.5199,223.4084,229.6168,1,1,1	-0.6432,0.9256,0.4959,63.4806,215.0885,231.767,1,1,1	-0.6264,0.7649,0.4921,338.3272,175.0468,190.3094,1,1,1
