0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
22.6727,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7422,0.7819,0.1121,0.0832,56.3644,268.5099,1,1,1	0.743,0.8269,0.1111,0.0832,56.3646,273.4644,1,1,1	0.6803,0.782,0.071,6.3563,240.2097,88.1631,1,1,1	0.6645,0.4211,0.1045,4.6343,235.6696,105.4743,1,1,1	0.7115,0.0986,0.0264,0.5052,215.5843,89.8001,1,1,1	0.6226,0.0127,0.0909,359.5301,215.6349,354.2603,1,1,1	0.8041,0.7818,0.1533,358.6617,238.5037,89.7718,1,1,1	0.8025,0.4251,0.2068,359.7509,247.3266,107.5437,1,1,1	0.8607,0.101,0.1452,0.9087,268.5155,89.7949,1,1,1	0.8592,0.0151,0.2549,2.6133,268.3644,350.0728,1,1,1	0.7525,0.9748,0.0972,359.6982,57.5903,281.0988,1,1,1	0.7505,1.1037,0.099,0.0641,59.1518,280.616,1,1,1	0.7499,1.2326,0.1004,0.0641,59.1518,265.616,1,1,1	0.7325,1.3261,0.1297,2.0186,58.7173,268.4755,1,1,1	0.7275,1.2326,0.0871,291.6483,24.3323,124.7018,1,1,1	0.6397,1.1659,0.0246,287.2698,283.4111,245.78,1,1,1	0.6255,0.9247,-0.0223,294.3033,309.4849,231.8382,1,1,1	0.6056,0.7644,-0.0264,14.0343,345.2813,183.3609,1,1,1	0.7722,1.2325,0.1138,71.8043,99.1942,130.8658,1,1,1	0.8639,1.1584,0.1603,66.3856,189.1871,229.5182,1,1,1	0.9246,0.9251,0.111,63.6948,181.4367,232.2119,1,1,1	0.9401,0.7644,0.1178,338.1148,140.8032,190.3778,1,1,1
22.7249,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7386,0.7819,0.1091,0.077,56.5292,268.5729,1,1,1	0.7394,0.8268,0.1081,0.077,56.5295,273.5274,1,1,1	0.6766,0.782,0.0681,6.7294,240.055,88.2541,1,1,1	0.6624,0.4212,0.1033,5.1,235.2808,105.4306,1,1,1	0.7122,0.0988,0.0268,0.495,215.5857,89.823,1,1,1	0.6233,0.0129,0.0913,359.5164,215.6362,354.2635,1,1,1	0.8007,0.7818,0.1502,359.0212,238.259,89.7764,1,1,1	0.8007,0.4252,0.2048,0.1894,246.8529,107.7203,1,1,1	0.8612,0.101,0.1456,0.8933,268.499,89.7868,1,1,1	0.8597,0.0151,0.2553,2.5678,268.3528,350.2382,1,1,1	0.7487,0.9748,0.0944,359.6005,57.7336,281.1809,1,1,1	0.7465,1.1037,0.0962,359.8419,59.2257,280.7558,1,1,1	0.7452,1.2326,0.0976,359.8419,59.2257,265.7558,1,1,1	0.7275,1.326,0.127,1.3151,57.636,268.8292,1,1,1	0.7228,1.2325,0.0843,291.5416,23.7913,125.3658,1,1,1	0.6353,1.1654,0.0219,287.4435,283.584,245.8275,1,1,1	0.6216,0.9242,-0.0251,294.5168,309.6465,231.9658,1,1,1	0.6022,0.7638,-0.0293,14.3106,345.6031,183.9377,1,1,1	0.7676,1.2326,0.111,71.3147,99.0656,130.4949,1,1,1	0.8601,1.1594,0.1572,66.5948,188.9022,229.6286,1,1,1	0.9211,0.9258,0.1091,63.4155,180.351,231.548,1,1,1	0.9374,0.7652,0.1153,338.4319,140.603,190.1967,1,1,1
22.776,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7356,0.7819,0.1066,0.061,56.62,268.6389,1,1,1	0.7363,0.8268,0.1056,0.061,56.6203,273.5933,1,1,1	0.6735,0.7819,0.0657,7.0507,239.9124,88.3485,1,1,1	0.6607,0.4213,0.1023,5.4952,234.9742,105.3971,1,1,1	0.7128,0.099,0.0273,0.4918,215.6101,89.8545,1,1,1	0.6239,0.0132,0.0918,359.5106,215.6604,354.2801,1,1,1	0.7977,0.7818,0.1475,359.3019,237.8799,89.7554,1,1,1	0.7989,0.4253,0.203,0.5737,246.31,107.8484,1,1,1	0.8617,0.1012,0.1459,0.8656,268.4953,89.808,1,1,1	0.8601,0.0153,0.2556,2.5124,268.3545,350.4187,1,1,1	0.7455,0.9748,0.092,359.4904,57.8078,281.2644,1,1,1	0.7429,1.1037,0.0939,359.6303,59.2334,280.8576,1,1,1	0.7412,1.2326,0.0952,359.6304,59.2334,265.8576,1,1,1	0.723,1.326,0.1245,0.5156,57.2005,268.9754,1,1,1	0.7188,1.2324,0.0819,291.4323,23.236,125.9517,1,1,1	0.6315,1.1649,0.0195,287.6193,283.7478,245.8659,1,1,1	0.6184,0.9237,-0.0275,294.7078,309.57,232.1939,1,1,1	0.5996,0.7633,-0.0319,14.5671,345.5724,184.5496,1,1,1	0.7635,1.2327,0.1086,70.8622,98.8003,130.0595,1,1,1	0.8567,1.1603,0.1546,66.8624,188.5419,229.6863,1,1,1	0.9182,0.9266,0.1081,63.2431,179.2207,230.8954,1,1,1	0.9352,0.766,0.114,338.778,140.4018,189.594,1,1,1
22.8298,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7327,0.7819,0.1043,0.0289,56.6628,268.6985,1,1,1	0.7333,0.8269,0.1033,0.029,56.663,273.653,1,1,1	0.6705,0.7819,0.0634,7.3626,239.7285,88.44,1,1,1	0.659,0.4214,0.1014,5.8864,234.6684,105.3704,1,1,1	0.7134,0.0992,0.0278,0.5135,215.6566,89.8895,1,1,1	0.6245,0.0135,0.0925,359.5299,215.7065,354.3023,1,1,1	0.7948,0.7819,0.1451,359.5438,237.2162,89.7019,1,1,1	0.7968,0.4254,0.2012,0.979,245.5109,107.9404,1,1,1	0.8623,0.1014,0.1463,0.8381,268.5013,89.8614,1,1,1	0.8607,0.0156,0.2562,2.4585,268.3664,350.6255,1,1,1	0.7424,0.9749,0.0897,359.3394,57.8132,281.3509,1,1,1	0.7394,1.1037,0.0916,359.3593,59.151,280.9792,1,1,1	0.737,1.2326,0.0929,359.3593,59.151,265.9792,1,1,1	0.7183,1.3259,0.1221,359.9188,57.0249,269.0128,1,1,1	0.7146,1.2323,0.0796,291.2833,22.4856,126.6687,1,1,1	0.6278,1.1643,0.0171,287.8593,283.5484,246.0564,1,1,1	0.6157,0.9231,-0.03,294.9265,309.3156,232.5391,1,1,1	0.5977,0.7626,-0.0344,14.6407,345.8104,185.233,1,1,1	0.7593,1.2329,0.1063,70.3397,98.4092,129.5709,1,1,1	0.8533,1.1614,0.1523,67.2162,187.9267,229.4818,1,1,1	0.9156,0.9275,0.1076,63.1583,177.8582,229.9635,1,1,1	0.9337,0.7671,0.1134,339.1157,140.2469,188.7472,1,1,1
22.8829,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7298,0.782,0.1022,359.9874,56.6301,268.773,1,1,1	0.7304,0.827,0.1013,359.9875,56.6303,273.7275,1,1,1	0.6677,0.782,0.0613,7.6486,239.4469,88.5231,1,1,1	0.6573,0.4216,0.1006,6.2701,234.3188,105.3585,1,1,1	0.7139,0.0994,0.0286,0.5624,215.714,89.9064,1,1,1	0.6251,0.0137,0.0934,359.5769,215.7638,354.3084,1,1,1	0.7919,0.782,0.1431,359.643,235.6088,89.5622,1,1,1	0.7934,0.4255,0.1988,1.4692,243.7997,107.942,1,1,1	0.863,0.1017,0.1472,0.8254,268.5163,89.9291,1,1,1	0.8613,0.0161,0.2571,2.4227,268.3871,350.8268,1,1,1	0.7393,0.975,0.0878,359.0948,57.7424,281.4705,1,1,1	0.7357,1.1038,0.0896,359.0865,59.0293,281.1138,1,1,1	0.7326,1.2327,0.0908,359.0865,59.0293,266.1138,1,1,1	0.7134,1.3259,0.12,359.5708,57.0702,269.0706,1,1,1	0.7102,1.2323,0.0775,291.1556,21.6066,127.4512,1,1,1	0.624,1.1638,0.0148,288.1797,283.4419,246.2262,1,1,1	0.6132,0.9225,-0.0324,295.221,308.9712,233.0327,1,1,1	0.5962,0.7619,-0.0369,14.6881,345.9416,185.9833,1,1,1	0.7549,1.2331,0.1043,69.824,97.9577,129.0974,1,1,1	0.8495,1.1625,0.1504,67.6334,187.2312,229.1434,1,1,1	0.9128,0.9286,0.1078,63.164,176.4666,228.8727,1,1,1	0.9323,0.7683,0.1138,339.4692,140.121,188.0115,1,1,1
22.9356,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7281,0.782,0.1,359.9386,56.5559,268.8814,1,1,1	0.7287,0.827,0.0991,359.9386,56.5561,273.8359,1,1,1	0.6661,0.782,0.059,7.8508,239.1161,88.6692,1,1,1	0.6561,0.4217,0.0997,6.5791,233.9667,105.3365,1,1,1	0.7146,0.0997,0.0289,0.6147,215.7758,89.8876,1,1,1	0.6259,0.014,0.0939,359.6276,215.8261,354.2801,1,1,1	0.7902,0.7821,0.1409,0.0205,235.9181,89.6566,1,1,1	0.7936,0.4259,0.1985,1.7192,244.074,108.0403,1,1,1	0.8639,0.1022,0.1476,0.8201,268.5409,89.98,1,1,1	0.8623,0.0166,0.2576,2.3998,268.416,350.9798,1,1,1	0.7373,0.9751,0.0858,358.8132,57.5892,281.6602,1,1,1	0.7329,1.1039,0.0876,358.7698,58.7876,281.3154,1,1,1	0.729,1.2327,0.0888,358.7698,58.7876,266.3154,1,1,1	0.709,1.3258,0.1179,359.376,57.2327,269.0254,1,1,1	0.7067,1.2322,0.0754,291.0377,20.4017,128.4604,1,1,1	0.6212,1.1632,0.0123,288.6054,283.2728,246.4,1,1,1	0.6122,0.9218,-0.0351,295.6033,308.3666,233.6739,1,1,1	0.5965,0.7611,-0.0396,14.7898,345.7534,186.4587,1,1,1	0.7512,1.2333,0.1023,69.2341,97.4851,128.7229,1,1,1	0.8465,1.1638,0.1488,68.0186,186.2426,228.5547,1,1,1	0.9112,0.9298,0.1081,63.1342,174.8551,227.5946,1,1,1	0.9323,0.7697,0.1143,339.6204,139.9237,187.2137,1,1,1
22.9906,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7271,0.7821,0.0983,359.8788,56.4236,269.0051,1,1,1	0.7275,0.8271,0.0975,359.8789,56.4238,273.9596,1,1,1	0.6651,0.7819,0.0572,7.9718,238.7527,88.8193,1,1,1	0.655,0.4219,0.099,6.8021,233.6302,105.3047,1,1,1	0.715,0.1,0.0292,0.6388,215.8214,89.8407,1,1,1	0.6265,0.0142,0.0942,359.6505,215.8727,354.2261,1,1,1	0.7891,0.7822,0.1394,0.3115,236.3383,89.7626,1,1,1	0.794,0.4263,0.1985,1.8674,244.5287,108.1173,1,1,1	0.8645,0.1026,0.1478,0.8064,268.5688,89.9874,1,1,1	0.863,0.0171,0.2578,2.3774,268.4454,351.0376,1,1,1	0.7358,0.9752,0.0844,358.6063,57.3884,281.892,1,1,1	0.7309,1.1039,0.0864,358.5327,58.5105,281.5106,1,1,1	0.7262,1.2328,0.0877,358.5327,58.5105,266.5106,1,1,1	0.7056,1.3257,0.1167,359.3281,57.5041,268.9317,1,1,1	0.704,1.2321,0.0741,290.9836,19.3022,129.3217,1,1,1	0.6191,1.1627,0.0105,288.9111,282.898,246.4606,1,1,1	0.6117,0.9213,-0.0371,295.8654,307.7354,234.0169,1,1,1	0.5969,0.7605,-0.0419,15.0236,345.474,186.6076,1,1,1	0.7484,1.2334,0.1013,68.7675,97.1226,128.5415,1,1,1	0.844,1.1647,0.148,68.2455,185.2924,228.0655,1,1,1	0.91,0.9308,0.1088,63.0287,173.4793,226.6564,1,1,1	0.9322,0.7709,0.1151,339.6422,139.6446,186.5299,1,1,1
23.043,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7264,0.7822,0.0968,359.8031,56.2342,269.1652,1,1,1	0.7267,0.8272,0.0961,359.8031,56.2344,274.1198,1,1,1	0.6646,0.7819,0.0555,8.0447,238.2982,88.9951,1,1,1	0.6539,0.4221,0.0984,6.9945,233.2356,105.2826,1,1,1	0.7153,0.1003,0.0295,0.6442,215.8526,89.7767,1,1,1	0.6269,0.0144,0.0946,359.6547,215.9051,354.1553,1,1,1	0.7882,0.7824,0.1381,0.5401,236.5332,89.8421,1,1,1	0.7943,0.4268,0.1983,1.9948,244.7963,108.1714,1,1,1	0.8651,0.1031,0.148,0.766,268.6045,89.9667,1,1,1	0.8635,0.0175,0.258,2.3322,268.4814,351.0442,1,1,1	0.7347,0.9753,0.0832,358.4616,57.1351,282.1644,1,1,1	0.7291,1.1041,0.0855,358.2682,58.1467,281.6934,1,1,1	0.7237,1.2329,0.0868,358.2683,58.1467,266.6934,1,1,1	0.7024,1.3257,0.1158,359.3449,57.9017,268.756,1,1,1	0.7015,1.232,0.0731,290.9104,18.0726,130.218,1,1,1	0.6176,1.1622,0.0089,289.2406,282.4639,246.645,1,1,1	0.6118,0.9208,-0.0388,296.142,306.9583,234.5194,1,1,1	0.5979,0.7599,-0.0436,15.2015,345.0392,186.9768,1,1,1	0.7457,1.2336,0.1006,68.324,96.5758,128.2994,1,1,1	0.8417,1.1657,0.1479,68.5005,184.2828,227.4558,1,1,1	0.9089,0.932,0.1101,62.9973,172.1382,225.6004,1,1,1	0.9324,0.7722,0.1166,339.5302,139.4853,185.7458,1,1,1
23.0955,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7261,0.7823,0.0957,359.7242,55.9598,269.3256,1,1,1	0.7263,0.8273,0.0951,359.7243,55.96,274.2801,1,1,1	0.6645,0.782,0.0541,8.1028,237.9621,89.1714,1,1,1	0.6533,0.4224,0.098,7.1062,233.0027,105.2649,1,1,1	0.7155,0.1007,0.0297,0.629,215.8554,89.7148,1,1,1	0.6272,0.0146,0.0947,359.6385,215.909,354.0871,1,1,1	0.7877,0.7827,0.1373,0.6848,236.4991,89.8653,1,1,1	0.7944,0.4271,0.1982,2.1004,244.8866,108.1744,1,1,1	0.8656,0.1036,0.1479,0.6885,268.6368,89.9382,1,1,1	0.8641,0.018,0.2579,2.2551,268.5128,351.0132,1,1,1	0.7339,0.9755,0.0825,358.3855,56.7855,282.4149,1,1,1	0.7279,1.1042,0.0851,358.0234,57.6541,281.9304,1,1,1	0.7217,1.233,0.0865,358.0234,57.6541,266.9303,1,1,1	0.6996,1.3256,0.1154,359.4199,58.3523,268.563,1,1,1	0.6997,1.2321,0.0727,290.8699,16.7358,131.1508,1,1,1	0.6166,1.1618,0.0077,289.5249,281.9306,246.7799,1,1,1	0.6124,0.9204,-0.0401,296.3866,306.2355,234.8925,1,1,1	0.5994,0.7594,-0.0451,15.3511,344.7297,187.4053,1,1,1	0.7436,1.2339,0.1005,67.895,96.1432,128.2978,1,1,1	0.8397,1.1666,0.1485,68.5313,182.9115,226.7509,1,1,1	0.9085,0.9332,0.1116,62.778,170.7798,224.7919,1,1,1	0.933,0.7736,0.1179,339.2527,139.2608,185.2231,1,1,1
23.149,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7262,0.7825,0.0952,359.6478,55.6455,269.4776,1,1,1	0.7263,0.8275,0.0946,359.6479,55.6457,274.4321,1,1,1	0.6648,0.7821,0.0532,8.1077,237.6481,89.3307,1,1,1	0.6529,0.4227,0.0979,7.1405,232.8167,105.2471,1,1,1	0.7155,0.1011,0.0299,0.594,215.8283,89.6736,1,1,1	0.6272,0.0149,0.0947,359.6025,215.8827,354.0396,1,1,1	0.7876,0.783,0.1371,0.7667,236.4509,89.8612,1,1,1	0.7947,0.4275,0.1982,2.1379,244.9932,108.15,1,1,1	0.8661,0.104,0.1478,0.5665,268.659,89.9338,1,1,1	0.8644,0.0184,0.2578,2.1374,268.5342,350.984,1,1,1	0.7336,0.9757,0.0822,358.3672,56.3636,282.6491,1,1,1	0.7272,1.1044,0.0853,357.8726,57.0834,282.1469,1,1,1	0.7205,1.2331,0.0868,357.8726,57.0834,267.1469,1,1,1	0.6977,1.3257,0.1156,359.527,58.8649,268.2965,1,1,1	0.6986,1.2322,0.0727,290.9056,15.4683,131.8929,1,1,1	0.6165,1.1617,0.0068,289.7104,281.6068,246.5911,1,1,1	0.6134,0.9204,-0.0415,296.5944,305.7141,234.9359,1,1,1	0.601,0.7593,-0.0468,15.5814,344.2585,187.6508,1,1,1	0.7423,1.2341,0.101,67.6092,95.7882,128.485,1,1,1	0.8383,1.1672,0.1498,68.3621,181.5287,226.2377,1,1,1	0.9083,0.9341,0.1133,62.442,169.6829,224.4247,1,1,1	0.9334,0.7746,0.1191,338.9002,139.0075,185.0949,1,1,1
23.2024,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7267,0.7827,0.0951,359.5881,55.3515,269.5812,1,1,1	0.7267,0.8277,0.0946,359.5882,55.3517,274.5357,1,1,1	0.6656,0.7822,0.0529,8.0463,237.3428,89.449,1,1,1	0.6526,0.4229,0.0979,7.1064,232.6478,105.23,1,1,1	0.7154,0.1014,0.0299,0.546,215.7981,89.667,1,1,1	0.627,0.0152,0.0946,359.5534,215.8528,354.0266,1,1,1	0.7879,0.7833,0.1374,0.7979,236.5336,89.8643,1,1,1	0.7952,0.4278,0.1986,2.079,245.2308,108.1283,1,1,1	0.8661,0.1044,0.1477,0.4399,268.6655,89.9416,1,1,1	0.8642,0.0187,0.2576,2.0134,268.5405,350.9772,1,1,1	0.7338,0.976,0.0824,358.4304,55.9624,282.8344,1,1,1	0.7273,1.1047,0.0858,357.7649,56.5158,282.2895,1,1,1	0.7202,1.2334,0.0875,357.7649,56.5158,267.2895,1,1,1	0.6969,1.3258,0.1162,359.648,59.3914,268.0723,1,1,1	0.6984,1.2323,0.0732,290.9285,14.4207,132.3983,1,1,1	0.6172,1.1617,0.0063,289.8204,281.4816,246.3273,1,1,1	0.6148,0.9205,-0.0424,296.7624,305.3614,234.8831,1,1,1	0.6027,0.7594,-0.0482,15.7811,343.6576,187.7793,1,1,1	0.7418,1.2344,0.1019,67.4659,95.3849,128.656,1,1,1	0.8375,1.1676,0.1515,68.3089,180.6859,225.7366,1,1,1	0.9085,0.9348,0.1152,62.3531,168.9698,223.9105,1,1,1	0.9343,0.7754,0.121,338.4938,138.8004,184.8806,1,1,1
23.255,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7277,0.783,0.0957,359.5448,54.9888,269.6353,1,1,1	0.7276,0.828,0.0952,359.5449,54.989,274.5898,1,1,1	0.6668,0.7824,0.053,7.8869,236.9301,89.5553,1,1,1	0.6523,0.4233,0.098,6.9939,232.4294,105.2156,1,1,1	0.7149,0.1018,0.0297,0.4888,215.7652,89.6659,1,1,1	0.6264,0.0156,0.0944,359.4948,215.82,354.0176,1,1,1	0.7886,0.7836,0.1384,0.696,236.3936,89.8333,1,1,1	0.7954,0.4281,0.1991,1.9512,245.2997,108.0547,1,1,1	0.8657,0.1046,0.1474,0.3147,268.6602,89.9433,1,1,1	0.8636,0.019,0.2573,1.8907,268.5349,350.9655,1,1,1	0.7347,0.9763,0.0831,358.5358,55.4807,282.9991,1,1,1	0.7281,1.1049,0.0869,357.7679,55.8918,282.41,1,1,1	0.7208,1.2336,0.0887,357.7679,55.8918,267.4099,1,1,1	0.6971,1.326,0.1173,359.6797,60.0514,267.9003,1,1,1	0.6992,1.2326,0.0741,291.0115,13.5874,132.6328,1,1,1	0.6188,1.162,0.0063,289.8233,281.3754,245.8456,1,1,1	0.6167,0.9209,-0.0432,296.8658,305.1613,234.4903,1,1,1	0.6047,0.7599,-0.0496,16.043,343.0551,187.8147,1,1,1	0.7423,1.2346,0.1033,67.4458,95.0424,128.9769,1,1,1	0.8374,1.1678,0.1538,68.2248,180.1402,225.4508,1,1,1	0.9091,0.9352,0.1175,62.3368,168.5043,223.6532,1,1,1	0.9351,0.7758,0.1235,338.1322,138.3666,184.7526,1,1,1
23.3081,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7291,0.7833,0.0969,359.5817,54.5071,269.6415,1,1,1	0.729,0.8283,0.0963,359.5817,54.5073,274.596,1,1,1	0.6685,0.7828,0.0537,7.6592,236.4789,89.6038,1,1,1	0.6523,0.4236,0.098,6.8034,232.252,105.2331,1,1,1	0.7142,0.1021,0.0294,0.4541,215.7376,89.6689,1,1,1	0.6256,0.016,0.0939,359.4585,215.7926,354.0114,1,1,1	0.7896,0.7839,0.14,0.508,236.0908,89.7623,1,1,1	0.7953,0.4282,0.1998,1.7813,245.2711,107.8909,1,1,1	0.8652,0.1049,0.1468,0.2208,268.6583,89.955,1,1,1	0.863,0.0193,0.2568,1.8,268.5328,350.9585,1,1,1	0.7362,0.9766,0.0844,358.552,54.9983,283.0755,1,1,1	0.7295,1.1052,0.0883,357.8092,55.4153,282.4764,1,1,1	0.7222,1.2339,0.0902,357.8092,55.4153,267.4763,1,1,1	0.6983,1.3262,0.1187,359.6659,60.7891,267.7985,1,1,1	0.7008,1.2329,0.0755,291.0869,13.0595,132.6909,1,1,1	0.6209,1.1624,0.0069,289.7684,281.1421,245.427,1,1,1	0.6191,0.9214,-0.0431,296.9012,304.9896,233.9842,1,1,1	0.6068,0.7605,-0.0503,16.1124,342.5492,187.6298,1,1,1	0.7436,1.2349,0.105,67.4913,94.7767,129.2373,1,1,1	0.8382,1.1679,0.1563,68.0704,179.6974,225.4005,1,1,1	0.9102,0.9354,0.1198,62.3119,168.2488,223.8859,1,1,1	0.9359,0.776,0.1259,338.0349,137.7873,184.7768,1,1,1
23.3614,11,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7532,0,0.1077,0,322.6406,0,1,1,1	0.7308,0.7837,0.0986,359.6404,53.9523,269.6252,1,1,1	0.7308,0.8286,0.0981,359.6404,53.9525,274.5797,1,1,1	0.6706,0.7832,0.0549,7.3715,236.0087,89.6148,1,1,1	0.6525,0.424,0.0981,6.543,232.1176,105.2634,1,1,1	0.7133,0.1024,0.0289,0.4433,215.7146,89.6788,1,1,1	0.6247,0.0163,0.0934,359.4456,215.7696,354.0095,1,1,1	0.7909,0.7841,0.1424,0.2409,235.6331,89.6476,1,1,1	0.7951,0.4282,0.2006,1.5797,245.1406,107.6626,1,1,1	0.8647,0.1051,0.1462,0.1486,268.6616,89.9834,1,1,1	0.8623,0.0196,0.2562,1.7336,268.5359,350.9545,1,1,1	0.7382,0.9769,0.0863,358.544,54.5265,283.0768,1,1,1	0.7315,1.1056,0.0901,357.8749,55.0411,282.4579,1,1,1	0.7243,1.2343,0.0921,357.8749,55.0411,267.4578,1,1,1	0.7003,1.3266,0.1205,359.6349,61.5414,267.689,1,1,1	0.703,1.2333,0.0772,291.1367,12.7764,132.5582,1,1,1	0.6235,1.1629,0.008,289.7294,281.0774,245.182,1,1,1	0.6217,0.922,-0.0423,296.9763,305.0901,233.6471,1,1,1	0.6094,0.761,-0.05,16.4972,342.2578,187.4507,1,1,1	0.7456,1.2352,0.107,67.6116,94.474,129.3596,1,1,1	0.8397,1.168,0.1589,67.9706,179.5122,225.4795,1,1,1	0.9117,0.9355,0.1224,62.4249,168.3747,224.2785,1,1,1	0.9368,0.776,0.1287,338.0666,137.5514,184.7079,1,1,1
